	Mirbeau_AbbeJules_0	Mirbeau_AbbeJules_1	Mirbeau_AbbeJules_2	Mirbeau_AbbeJules_3	Mirbeau_AbbeJules_4	Mirbeau_AbbeJules_5	Mirbeau_AbbeJules_6	Mirbeau_AbbeJules_7	Mirbeau_AbbeJules_8	Mirbeau_AbbeJules_9	Mirbeau_AbbeJules_10	Mirbeau_AbbeJules_11	Mirbeau_AbbeJules_12	Mirbeau_AbbeJules_13	Mirbeau_AbbeJules_14	Mirbeau_AbbeJules_15	Mirbeau_AbbeJules_16	Mirbeau_AbbeJules_17	Mirbeau_AbbeJules_18	Mirbeau_AbbeJules_19	Mirbeau_AbbeJules_sum
ça_PRO:DEM_cela	5.0	4.0	6.0	0.0	2.0	3.0	4.0	11.0	2.0	3.0	9.0	8.0	10.0	6.0	9.0	4.0	0.0	6.0	0.0	3.0	95.0
point_ADV_point	4.0	2.0	3.0	4.0	6.0	3.0	6.0	4.0	8.0	7.0	6.0	6.0	6.0	9.0	2.0	8.0	3.0	3.0	2.0	3.0	95.0
ils_PRO:PER_il	11.0	10.0	4.0	3.0	3.0	2.0	6.0	6.0	6.0	3.0	0.0	0.0	5.0	1.0	13.0	3.0	7.0	1.0	3.0	7.0	94.0
deux_NUM_deux	8.0	12.0	5.0	1.0	4.0	1.0	6.0	6.0	7.0	4.0	1.0	2.0	5.0	10.0	4.0	2.0	3.0	2.0	4.0	5.0	92.0
les_PRO:PER_la|le	2.0	7.0	4.0	6.0	6.0	7.0	6.0	3.0	4.0	5.0	6.0	3.0	0.0	0.0	12.0	9.0	6.0	1.0	2.0	3.0	92.0
tous_PRO:IND_tout	7.0	3.0	2.0	4.0	4.0	9.0	6.0	3.0	3.0	6.0	3.0	3.0	7.0	8.0	3.0	3.0	3.0	4.0	2.0	6.0	89.0
suis_VER:pres_suivre|être	2.0	0.0	2.0	9.0	13.0	8.0	0.0	5.0	3.0	2.0	3.0	7.0	4.0	0.0	4.0	4.0	7.0	7.0	8.0	1.0	89.0
-ce_PRO:DEM_ce	4.0	3.0	6.0	1.0	5.0	5.0	1.0	7.0	2.0	1.0	5.0	6.0	9.0	5.0	6.0	5.0	3.0	6.0	4.0	2.0	86.0
mais_KON_mais	2.0	2.0	3.0	2.0	3.0	3.0	6.0	3.0	7.0	1.0	1.0	9.0	6.0	4.0	9.0	6.0	3.0	8.0	3.0	4.0	85.0
fut_VER:simp_être	6.0	0.0	3.0	10.0	2.0	4.0	6.0	2.0	2.0	5.0	4.0	10.0	5.0	3.0	3.0	1.0	2.0	3.0	3.0	10.0	84.0
évêque_NOM_évêque	0.0	0.0	6.0	6.0	10.0	12.0	6.0	0.0	12.0	18.0	8.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0
là_ADV_là	1.0	4.0	5.0	2.0	4.0	8.0	3.0	6.0	4.0	1.0	6.0	6.0	4.0	5.0	6.0	2.0	3.0	4.0	5.0	5.0	84.0
tout_PRO:IND_tout	5.0	7.0	2.0	2.0	5.0	2.0	3.0	5.0	6.0	4.0	9.0	4.0	7.0	4.0	3.0	4.0	3.0	3.0	2.0	3.0	83.0
mes_DET:POS_mon	10.0	7.0	0.0	7.0	1.0	2.0	0.0	2.0	3.0	0.0	0.0	2.0	2.0	4.0	7.0	8.0	8.0	4.0	8.0	8.0	83.0
puis_ADV_puis	8.0	3.0	6.0	3.0	5.0	4.0	0.0	4.0	9.0	2.0	1.0	3.0	4.0	2.0	8.0	3.0	3.0	8.0	2.0	4.0	82.0
toujours_ADV_toujours	8.0	5.0	8.0	2.0	3.0	5.0	2.0	3.0	1.0	6.0	0.0	6.0	5.0	3.0	4.0	4.0	5.0	3.0	5.0	3.0	81.0
Robin_NAM_robin	0.0	30.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	2.0	13.0	1.0	2.0	0.0	0.0	8.0	80.0
la_PRO:PER_la	5.0	3.0	7.0	2.0	2.0	9.0	7.0	3.0	3.0	1.0	8.0	2.0	3.0	7.0	1.0	3.0	4.0	2.0	4.0	4.0	80.0
jamais_ADV_jamais	7.0	4.0	2.0	2.0	4.0	4.0	4.0	1.0	5.0	4.0	4.0	3.0	2.0	6.0	6.0	4.0	4.0	7.0	3.0	3.0	79.0
vie_NOM_vie	4.0	3.0	3.0	4.0	2.0	5.0	3.0	2.0	5.0	3.0	6.0	5.0	4.0	3.0	1.0	7.0	3.0	3.0	6.0	6.0	78.0
toutes_PRO:IND_tout	5.0	7.0	5.0	7.0	3.0	1.0	10.0	3.0	8.0	3.0	4.0	1.0	2.0	5.0	1.0	1.0	7.0	0.0	4.0	0.0	77.0
vers_PRP_vers	1.0	2.0	5.0	5.0	1.0	6.0	1.0	4.0	4.0	10.0	6.0	3.0	3.0	2.0	6.0	1.0	3.0	8.0	4.0	1.0	76.0
Mon_DET:POS_mon	7.0	2.0	4.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	9.0	3.0	3.0	4.0	11.0	10.0	7.0	6.0	75.0
La_DET:ART_le	5.0	2.0	3.0	4.0	7.0	5.0	5.0	0.0	3.0	2.0	8.0	6.0	3.0	4.0	1.0	2.0	3.0	2.0	6.0	4.0	75.0
tête_NOM_tête	2.0	4.0	5.0	1.0	2.0	7.0	2.0	3.0	4.0	2.0	2.0	5.0	3.0	5.0	5.0	5.0	3.0	4.0	8.0	2.0	74.0
ou_KON_ou	5.0	10.0	6.0	4.0	3.0	2.0	1.0	5.0	3.0	6.0	3.0	3.0	0.0	1.0	5.0	8.0	2.0	2.0	3.0	2.0	74.0
petit_ADJ_petit	6.0	3.0	4.0	0.0	4.0	2.0	3.0	3.0	1.0	1.0	6.0	3.0	6.0	3.0	5.0	4.0	4.0	4.0	3.0	8.0	73.0
choses_NOM_chose	5.0	3.0	4.0	2.0	3.0	5.0	3.0	1.0	3.0	3.0	1.0	9.0	4.0	7.0	4.0	3.0	8.0	3.0	1.0	1.0	73.0
donc_ADV_donc	1.0	3.0	4.0	2.0	5.0	8.0	2.0	5.0	4.0	0.0	6.0	4.0	4.0	0.0	5.0	7.0	4.0	3.0	5.0	1.0	73.0
grand_ADJ_grand	2.0	0.0	6.0	7.0	5.0	9.0	1.0	3.0	5.0	11.0	3.0	4.0	1.0	0.0	1.0	0.0	3.0	2.0	6.0	3.0	72.0
étaient_VER:impf_être	5.0	6.0	1.0	1.0	2.0	5.0	3.0	6.0	6.0	4.0	1.0	1.0	3.0	3.0	7.0	3.0	1.0	4.0	2.0	7.0	71.0
-vous_PRO:PER_vous	0.0	3.0	9.0	3.0	11.0	4.0	2.0	5.0	6.0	8.0	1.0	2.0	5.0	0.0	1.0	0.0	4.0	1.0	5.0	1.0	71.0
jour_NOM_jour	1.0	1.0	5.0	4.0	2.0	3.0	3.0	2.0	6.0	7.0	7.0	3.0	1.0	5.0	3.0	2.0	4.0	1.0	1.0	8.0	69.0
toute_PRO:IND_tout	4.0	1.0	6.0	1.0	4.0	5.0	3.0	7.0	3.0	2.0	3.0	2.0	4.0	4.0	2.0	3.0	6.0	1.0	2.0	6.0	69.0
te_PRO:PER_te	7.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	1.0	5.0	5.0	6.0	2.0	15.0	7.0	4.0	8.0	0.0	69.0
non_ADV_non	5.0	1.0	6.0	2.0	5.0	3.0	1.0	1.0	7.0	7.0	2.0	2.0	1.0	2.0	11.0	6.0	2.0	2.0	1.0	1.0	68.0
être_VER:infi_être	2.0	3.0	1.0	3.0	8.0	2.0	6.0	1.0	8.0	3.0	4.0	5.0	5.0	3.0	5.0	5.0	2.0	0.0	1.0	1.0	68.0
-tu_PRO:PER_tu	4.0	1.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	3.0	0.0	7.0	17.0	5.0	3.0	7.0	2.0	65.0
même_ADV_même	3.0	5.0	3.0	2.0	7.0	4.0	6.0	4.0	0.0	4.0	2.0	0.0	3.0	4.0	7.0	3.0	2.0	1.0	2.0	3.0	65.0
air_NOM_air	2.0	3.0	2.0	4.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	3.0	5.0	6.0	5.0	1.0	6.0	64.0
cœur_NOM_cœur	4.0	1.0	2.0	5.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	3.0	5.0	3.0	2.0	5.0	5.0	2.0	4.0	2.0	64.0
autre_ADJ_autre	4.0	2.0	3.0	5.0	0.0	2.0	3.0	3.0	5.0	2.0	4.0	3.0	2.0	5.0	4.0	5.0	6.0	2.0	2.0	2.0	64.0
temps_NOM_temps	3.0	4.0	6.0	1.0	1.0	3.0	3.0	4.0	2.0	3.0	2.0	3.0	5.0	4.0	3.0	4.0	2.0	2.0	3.0	6.0	64.0
ni_KON_ni	0.0	0.0	2.0	2.0	4.0	0.0	4.0	8.0	10.0	3.0	7.0	3.0	1.0	1.0	5.0	5.0	3.0	0.0	5.0	1.0	64.0
si_KON_si	1.0	1.0	6.0	6.0	4.0	3.0	1.0	2.0	3.0	1.0	7.0	6.0	2.0	3.0	1.0	4.0	3.0	4.0	2.0	3.0	63.0
Les_DET:ART_le	1.0	5.0	2.0	5.0	0.0	0.0	2.0	3.0	10.0	0.0	3.0	5.0	1.0	3.0	6.0	2.0	5.0	3.0	2.0	5.0	63.0
À_PRP_à	2.0	5.0	2.0	6.0	2.0	3.0	4.0	5.0	2.0	4.0	2.0	4.0	1.0	3.0	2.0	1.0	0.0	5.0	3.0	4.0	60.0
homme_NOM_homme	0.0	6.0	6.0	4.0	2.0	3.0	5.0	4.0	1.0	1.0	2.0	2.0	2.0	6.0	2.0	2.0	5.0	5.0	2.0	0.0	60.0
dit_VER:pres_dire	2.0	2.0	3.0	1.0	1.0	2.0	2.0	1.0	14.0	4.0	5.0	3.0	3.0	1.0	3.0	2.0	4.0	4.0	1.0	2.0	60.0
enfant_NOM_enfant	2.0	1.0	4.0	3.0	8.0	3.0	0.0	2.0	4.0	4.0	0.0	3.0	3.0	2.0	4.0	0.0	3.0	3.0	8.0	2.0	59.0
fois_NOM_fois	4.0	5.0	5.0	2.0	2.0	2.0	5.0	5.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	1.0	3.0	3.0	59.0
Ce_PRO:DEM_ce	5.0	2.0	3.0	2.0	2.0	3.0	1.0	3.0	3.0	4.0	2.0	3.0	1.0	3.0	5.0	5.0	2.0	3.0	2.0	4.0	58.0
Un_DET:ART_un	4.0	4.0	5.0	1.0	4.0	3.0	3.0	3.0	0.0	1.0	4.0	3.0	5.0	3.0	4.0	1.0	1.0	4.0	3.0	1.0	57.0
C'_NAM_c'	4.0	2.0	1.0	0.0	3.0	2.0	1.0	3.0	5.0	1.0	4.0	3.0	3.0	4.0	6.0	3.0	3.0	2.0	4.0	3.0	57.0
coup_NOM_coup	2.0	3.0	2.0	4.0	3.0	3.0	2.0	4.0	1.0	2.0	5.0	3.0	7.0	3.0	1.0	4.0	2.0	2.0	2.0	2.0	57.0
devant_PRP_devant	2.0	0.0	5.0	1.0	2.0	2.0	4.0	1.0	2.0	3.0	4.0	1.0	6.0	3.0	5.0	3.0	5.0	4.0	3.0	1.0	57.0
leurs_DET:POS_leur	1.0	5.0	3.0	5.0	0.0	4.0	7.0	3.0	4.0	4.0	1.0	3.0	1.0	3.0	2.0	2.0	1.0	5.0	1.0	1.0	56.0
entre_PRP_entre	2.0	6.0	0.0	2.0	1.0	5.0	4.0	3.0	0.0	3.0	4.0	3.0	3.0	4.0	3.0	3.0	0.0	6.0	2.0	1.0	55.0
On_PRO:PER_on	3.0	3.0	4.0	4.0	2.0	1.0	1.0	2.0	4.0	3.0	2.0	4.0	5.0	9.0	1.0	1.0	1.0	2.0	0.0	3.0	55.0
contre_PRP_contre	2.0	1.0	4.0	3.0	3.0	2.0	3.0	4.0	3.0	2.0	2.0	4.0	3.0	2.0	2.0	3.0	1.0	3.0	7.0	0.0	54.0
chambre_NOM_chambre	1.0	3.0	0.0	3.0	1.0	6.0	0.0	2.0	1.0	1.0	2.0	4.0	3.0	2.0	4.0	1.0	3.0	6.0	5.0	6.0	54.0
faire_VER:infi_faire	5.0	1.0	8.0	4.0	4.0	2.0	3.0	1.0	3.0	2.0	3.0	3.0	1.0	3.0	3.0	3.0	0.0	1.0	1.0	3.0	54.0
eût_VER:subi_avoir	2.0	6.0	1.0	5.0	4.0	5.0	3.0	2.0	3.0	3.0	3.0	3.0	0.0	4.0	1.0	1.0	2.0	1.0	3.0	1.0	53.0
chose_NOM_chose	1.0	1.0	5.0	2.0	0.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	2.0	4.0	6.0	2.0	1.0	2.0	3.0	53.0
Mme_NOM_madame	2.0	12.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	1.0	11.0	0.0	8.0	0.0	0.0	2.0	53.0
Il_NAM_il	4.0	2.0	3.0	2.0	1.0	5.0	1.0	1.0	2.0	0.0	4.0	3.0	2.0	0.0	1.0	5.0	6.0	4.0	5.0	2.0	53.0
Elle_PRO:PER_elle	5.0	4.0	9.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	7.0	6.0	3.0	2.0	4.0	1.0	1.0	52.0
mains_NOM_main	2.0	1.0	4.0	3.0	4.0	6.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	6.0	4.0	2.0	5.0	4.0	4.0	52.0
quelques_PRO:IND_quelque	2.0	0.0	2.0	1.0	2.0	0.0	8.0	2.0	4.0	4.0	1.0	4.0	4.0	5.0	1.0	1.0	3.0	4.0	3.0	1.0	52.0
-moi_PRO:PER_moi	0.0	0.0	2.0	5.0	7.0	5.0	0.0	3.0	4.0	2.0	0.0	0.0	2.0	1.0	1.0	2.0	5.0	1.0	11.0	0.0	51.0
trop_ADV_trop	5.0	8.0	3.0	2.0	3.0	2.0	1.0	0.0	2.0	3.0	5.0	2.0	0.0	1.0	8.0	0.0	1.0	1.0	1.0	2.0	50.0
femme_NOM_femme	1.0	4.0	4.0	2.0	4.0	3.0	2.0	0.0	1.0	2.0	1.0	4.0	5.0	2.0	2.0	3.0	5.0	2.0	2.0	1.0	50.0
corps_NOM_corps	5.0	5.0	1.0	4.0	1.0	4.0	0.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	2.0	5.0	3.0	3.0	2.0	3.0	50.0
chez_PRP_chez	3.0	3.0	6.0	0.0	1.0	1.0	5.0	2.0	1.0	1.0	2.0	5.0	2.0	3.0	5.0	2.0	1.0	1.0	3.0	2.0	49.0
mots_NOM_mot	1.0	2.0	3.0	6.0	2.0	4.0	3.0	0.0	5.0	0.0	1.0	3.0	3.0	1.0	2.0	3.0	1.0	0.0	7.0	2.0	49.0
bibliothèque_NOM_bibliothèque	0.0	0.0	0.0	2.0	0.0	3.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	9.0	8.0	6.0	3.0	0.0	5.0	8.0	49.0
quelque_PRO:IND_quelque	3.0	1.0	2.0	2.0	2.0	5.0	1.0	2.0	1.0	4.0	3.0	3.0	1.0	2.0	4.0	5.0	1.0	2.0	1.0	3.0	48.0
sont_VER:pres_être	3.0	4.0	3.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	3.0	2.0	8.0	8.0	0.0	1.0	1.0	47.0
dire_VER:infi_dire	4.0	3.0	3.0	2.0	4.0	4.0	0.0	1.0	3.0	1.0	3.0	3.0	1.0	5.0	2.0	1.0	3.0	0.0	2.0	2.0	47.0
faisait_VER:impf_faire	4.0	4.0	2.0	5.0	1.0	3.0	2.0	1.0	1.0	2.0	1.0	3.0	1.0	4.0	1.0	1.0	1.0	6.0	2.0	2.0	47.0
bon_ADJ_bon	4.0	2.0	4.0	5.0	3.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	5.0	1.0	2.0	3.0	0.0	8.0	1.0	0.0	47.0
fit_VER:simp_faire	0.0	1.0	5.0	3.0	2.0	3.0	3.0	3.0	4.0	2.0	4.0	3.0	1.0	0.0	3.0	2.0	2.0	3.0	0.0	2.0	46.0
-là_ADV_là	5.0	2.0	5.0	2.0	3.0	1.0	4.0	3.0	3.0	4.0	1.0	3.0	2.0	2.0	1.0	1.0	0.0	2.0	2.0	0.0	46.0
jusqu'_PRP_jusque	1.0	4.0	1.0	8.0	2.0	1.0	3.0	3.0	1.0	1.0	3.0	1.0	1.0	2.0	3.0	4.0	2.0	1.0	1.0	3.0	46.0
maison_NOM_maison	1.0	4.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	7.0	6.0	6.0	3.0	1.0	4.0	1.0	4.0	46.0
t'_PRO:PER_te	2.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	3.0	2.0	4.0	7.0	4.0	7.0	2.0	5.0	4.0	0.0	46.0
monsieur_NOM_monsieur	4.0	3.0	7.0	3.0	1.0	0.0	1.0	4.0	1.0	2.0	8.0	2.0	2.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	45.0
soir_NOM_soir	5.0	0.0	3.0	3.0	4.0	1.0	2.0	2.0	1.0	4.0	3.0	5.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	3.0	45.0
été_VER:pper_être	2.0	2.0	1.0	1.0	3.0	2.0	1.0	4.0	1.0	2.0	4.0	2.0	2.0	2.0	7.0	1.0	1.0	2.0	2.0	3.0	45.0
nuit_NOM_nuit	1.0	1.0	0.0	3.0	4.0	8.0	1.0	2.0	0.0	0.0	5.0	1.0	5.0	2.0	3.0	0.0	0.0	4.0	4.0	1.0	45.0
avaient_VER:impf_avoir	4.0	5.0	1.0	3.0	3.0	0.0	3.0	3.0	4.0	3.0	3.0	2.0	1.0	2.0	3.0	0.0	1.0	0.0	1.0	2.0	44.0
ciel_NOM_ciel	1.0	2.0	2.0	2.0	3.0	5.0	4.0	5.0	2.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	1.0	6.0	3.0	0.0	44.0
quand_KON_quand	3.0	9.0	2.0	5.0	0.0	2.0	1.0	0.0	4.0	2.0	2.0	1.0	1.0	1.0	4.0	0.0	1.0	3.0	2.0	1.0	44.0
Au_PRP:det_au	2.0	4.0	2.0	4.0	0.0	1.0	3.0	1.0	1.0	4.0	3.0	3.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	5.0	44.0
ainsi_ADV_ainsi	2.0	1.0	1.0	6.0	3.0	1.0	1.0	1.0	3.0	1.0	2.0	3.0	0.0	4.0	1.0	3.0	2.0	0.0	5.0	4.0	44.0
prêtre_NOM_prêtre	3.0	0.0	10.0	4.0	3.0	3.0	1.0	1.0	1.0	3.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	2.0	1.0	4.0	44.0
porte_NOM_porte	1.0	0.0	0.0	0.0	0.0	5.0	3.0	1.0	1.0	0.0	3.0	1.0	0.0	9.0	5.0	1.0	1.0	5.0	6.0	2.0	44.0
fond_NOM_fond	1.0	0.0	2.0	2.0	0.0	3.0	3.0	3.0	5.0	2.0	1.0	3.0	4.0	2.0	2.0	1.0	2.0	4.0	1.0	2.0	43.0
veux_VER:pres_vouloir	0.0	0.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	7.0	2.0	2.0	0.0	4.0	2.0	1.0	3.0	13.0	1.0	43.0
âme_NOM_âme	0.0	2.0	3.0	4.0	1.0	2.0	3.0	0.0	3.0	7.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	4.0	3.0	43.0
même_ADJ_même	3.0	4.0	1.0	2.0	0.0	2.0	3.0	2.0	1.0	2.0	2.0	4.0	1.0	5.0	4.0	3.0	1.0	1.0	0.0	2.0	43.0
ta_DET:POS_ton	9.0	1.0	3.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	1.0	4.0	5.0	2.0	1.0	4.0	1.0	1.0	6.0	0.0	43.0
Pamphile_NAM_pamphile	0.0	0.0	0.0	0.0	0.0	0.0	9.0	19.0	5.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
De_PRP_de	1.0	0.0	1.0	4.0	0.0	3.0	1.0	2.0	4.0	4.0	4.0	1.0	5.0	2.0	1.0	2.0	1.0	1.0	2.0	4.0	43.0
peut-être_ADV_peut-être	3.0	2.0	5.0	1.0	3.0	5.0	1.0	0.0	0.0	1.0	2.0	2.0	1.0	1.0	2.0	6.0	1.0	4.0	0.0	2.0	42.0
loin_ADV_loin	1.0	3.0	5.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	3.0	2.0	3.0	2.0	9.0	2.0	2.0	1.0	1.0	1.0	42.0
chaque_PRO:IND_chaque	3.0	5.0	2.0	4.0	2.0	1.0	5.0	1.0	2.0	1.0	3.0	0.0	0.0	3.0	2.0	1.0	3.0	1.0	0.0	3.0	42.0
Paris_NAM_paris	6.0	3.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0	6.0	7.0	2.0	7.0	0.0	0.0	0.0	0.0	1.0	42.0
petite_ADJ_petit	5.0	0.0	3.0	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	2.0	3.0	1.0	9.0	5.0	4.0	1.0	0.0	42.0
amour_NOM_amour	0.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	2.0	5.0	4.0	0.0	0.0	0.0	0.0	3.0	18.0	1.0	3.0	0.0	42.0
regard_NOM_regard	2.0	4.0	1.0	2.0	3.0	1.0	1.0	0.0	2.0	0.0	3.0	1.0	4.0	2.0	5.0	0.0	5.0	1.0	4.0	1.0	42.0
sais_VER:pres_savoir	1.0	0.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	3.0	0.0	2.0	6.0	8.0	3.0	2.0	5.0	1.0	41.0
Père_NOM_père	0.0	0.0	0.0	0.0	0.0	0.0	7.0	21.0	3.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0
-je_PRO:PER_je	2.0	1.0	1.0	2.0	3.0	3.0	0.0	0.0	3.0	0.0	1.0	1.0	2.0	3.0	4.0	3.0	4.0	0.0	7.0	1.0	41.0
Non_ADV_non	1.0	0.0	2.0	1.0	4.0	2.0	0.0	2.0	0.0	2.0	0.0	3.0	3.0	2.0	6.0	6.0	3.0	2.0	2.0	0.0	41.0
J'_PRO:PER_je	3.0	2.0	2.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	2.0	3.0	2.0	6.0	4.0	5.0	41.0
ton_DET:POS_ton	4.0	1.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	5.0	3.0	4.0	1.0	8.0	0.0	2.0	3.0	3.0	41.0
heure_NOM_heure	0.0	2.0	1.0	0.0	1.0	7.0	2.0	0.0	1.0	1.0	0.0	1.0	3.0	5.0	1.0	3.0	2.0	7.0	1.0	2.0	40.0
seul_ADJ_seul	1.0	1.0	0.0	1.0	4.0	4.0	5.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0	4.0	2.0	1.0	2.0	2.0	1.0	40.0
autres_ADJ_autre	2.0	2.0	3.0	3.0	2.0	4.0	5.0	2.0	1.0	3.0	2.0	3.0	0.0	1.0	2.0	0.0	2.0	1.0	2.0	0.0	40.0
bras_NOM_bras	1.0	4.0	0.0	3.0	2.0	4.0	1.0	2.0	1.0	1.0	3.0	0.0	1.0	2.0	3.0	4.0	5.0	1.0	1.0	1.0	40.0
voir_VER:infi_voir	2.0	6.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	0.0	7.0	2.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	39.0
monde_NOM_monde	1.0	1.0	6.0	2.0	5.0	1.0	2.0	1.0	7.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	39.0
nom_NOM_nom	0.0	0.0	3.0	7.0	0.0	2.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	9.0	2.0	4.0	1.0	4.0	1.0	39.0
leur_DET:POS_leur	1.0	2.0	2.0	1.0	4.0	2.0	4.0	1.0	3.0	0.0	3.0	1.0	4.0	0.0	3.0	1.0	3.0	1.0	2.0	1.0	39.0
avoir_VER:infi_avoir	2.0	0.0	4.0	1.0	3.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	3.0	3.0	1.0	2.0	1.0	38.0
disait_VER:impf_dire	2.0	4.0	4.0	3.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	4.0	3.0	3.0	2.0	0.0	1.0	1.0	1.0	2.0	38.0
terre_NOM_terre	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	2.0	8.0	3.0	1.0	0.0	0.0	3.0	1.0	2.0	0.0	2.0	38.0
Ah_INT_ah	3.0	0.0	4.0	1.0	1.0	3.0	0.0	4.0	0.0	0.0	0.0	4.0	2.0	2.0	3.0	4.0	0.0	1.0	2.0	4.0	38.0
autour_ADV_autour	1.0	0.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	4.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	4.0	2.0	38.0
près_ADV_près	2.0	1.0	3.0	0.0	1.0	4.0	3.0	1.0	2.0	1.0	2.0	1.0	0.0	2.0	4.0	3.0	2.0	2.0	3.0	0.0	37.0
jours_NOM_jour	6.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	3.0	0.0	5.0	1.0	3.0	1.0	2.0	1.0	3.0	37.0
dit_VER:pper_dire	2.0	3.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	3.0	5.0	2.0	1.0	5.0	3.0	4.0	2.0	1.0	37.0
argent_NOM_argent	1.0	3.0	1.0	1.0	0.0	2.0	1.0	8.0	4.0	2.0	0.0	1.0	0.0	3.0	1.0	2.0	0.0	1.0	3.0	3.0	37.0
Une_DET:ART_un	1.0	1.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	4.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	5.0	0.0	2.0	37.0
faut_VER:pres_falloir	2.0	2.0	4.0	1.0	2.0	1.0	2.0	5.0	3.0	2.0	0.0	2.0	1.0	2.0	1.0	4.0	2.0	0.0	1.0	0.0	37.0
abord_NOM_abord	3.0	0.0	1.0	1.0	2.0	1.0	6.0	3.0	1.0	1.0	2.0	2.0	4.0	0.0	2.0	3.0	0.0	1.0	1.0	3.0	37.0
Tu_PRO:PER_tu	3.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	7.0	3.0	3.0	4.0	2.0	7.0	2.0	0.0	37.0
D'_PRP_de	4.0	0.0	2.0	1.0	2.0	2.0	4.0	4.0	1.0	0.0	1.0	1.0	3.0	0.0	2.0	5.0	0.0	1.0	1.0	2.0	36.0
lit_NOM_lit	1.0	0.0	0.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	3.0	4.0	0.0	0.0	7.0	9.0	1.0	36.0
ici_ADV_ici	0.0	1.0	1.0	0.0	2.0	2.0	2.0	4.0	2.0	2.0	4.0	1.0	4.0	1.0	1.0	0.0	3.0	0.0	4.0	2.0	36.0
mort_NOM_mort	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	5.0	6.0	6.0	36.0
Alors_ADV_alors	0.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	4.0	3.0	3.0	3.0	3.0	3.0	0.0	0.0	36.0
